Timestamp,How many years of experience do you have developing ROS-based systems?,How many ROS packages have you contributed to in your career?,What is your primary motivation for working with ROS?,Motivation_coded,"In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G1 - Expose a single ROS node with interfaces for third-party users for the most common use cases]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G2 - Design ROS nodes to be as hardware-independent as possible]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G3 - Decouple ROS nodes from variations in the execution environment]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G4 - Identify variation points of the system in advance, and design the system so that it can be extended by third-party users without modifying its core nodes]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G5 - Take into account that the data exchanged between nodes of the system may not be fully compatible (semantically), incorrect, out-of-order, or redundant]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G6 - By design, limit unnecessary computationally-heavy operations by carefully analyzing the execution scenarios of the system]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G7 - Use a dedicated node to store and represent globally-relevant data (e.g., the physical environment where the system operates) and use it as the single source of truth for all the other nodes in the system]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G8 - If context-specific configuration is needed at run-time (e.g., the available hardware capabilities), then persist this configuration in a dedicated node to avoid having to recalculate it at run-time]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G9 - Decouple nodes with responsibilities that naturally work at different rates and use different rates for different purposes]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G10 - For real-time requirements, collect timestamps from as many sources as possible (i.e., do not rely on ROS-based timestamps only)]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G11 - Publish empty messages when triggering atomic actions]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G12 - Nodes that potentially produce/consume large amounts of messages should be configurable in terms of their publish/subscribe rates]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G13 - Selectively limit the data exchanged between nodes to provide only the information that is strictly necessary for completing tasks]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G14 - Use different communication channels depending on the criticality and real-time needs of the nodes]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G15 - Provide at least one globally-reachable node capable of receiving run-stop messages and stopping/resetting the whole system]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G16 - Nodes interacting with simulation or physical platforms should implement identical ROS messaging interfaces]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G17 - Use standard ROS message formats as much as possible, possibly supporting also their legacy versions]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G18 - Each ROS package should be responsible for one and only one specific feature of the system or robot capability and provide a well-defined interface for it]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G19 - If the system is remotely distributed, constantly observe the status of the communication channels, hosts, and machines on the network]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G20 - The spinning rate for nodes should be configurable so that they can operate according to available computational resources]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G21 - The interface of nodes responsible for state estimation should (i) support an arbitrary number and different types of sensors and (ii) be able to combine the information provided by the sensors]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G22 - State estimation nodes should be resilient with respect to the amount and frequency of the data received by the sensors]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G23 - Include data- and node-health information in messages containing critical data (e.g., strength of GPS signal)]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G24 - Use services when starting up robots, instead of publishing to topics]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G25 - Provide dedicated nodes for doing introspection and querying the lower levels of the system]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G26 - Systems interacting with other non-ROS systems should provide two types of interfaces: a ROS-independent interface for the external systems and a ROS-based interface for ROS tools such as Rviz, Qt, etc.]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G27 - Avoid persisting raw data (e.g., a full resolution video) if only part of it will be used]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G28 - If different types of data are always sent/received together and must be synchronized, then package them into a single message]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G29 - Each single node should also be runnable in isolation]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G30 - The behavior of each node should follow a well-defined lifecyle, which should be queryable and updatable at run-time]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G31 - If a node is stateful and its behavior strongly depends on the time and order of arrival of messages, specify the protocol of the messages expected by the node]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G32 - ROS nodes must be stateless and their behaviour should not depend on previous operations or received messages]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G33 - Transform data only when it is used]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G34 - Assign meaningful names to components (e.g., nodes, topics, messages, services) and group them by adopting standard prefixes/suffixes]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G35 - When possible, core algorithms, libraries, and other generic software components should be ROS-agnostic]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G36 - Pay special attention to race conditions when persisting data received from other ROS nodes within the system]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G37 - Use a dedicated node for persisting and querying long-term data and short-term data (e.g., in the order of seconds)]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G38 - ROS nodes should be agnostic of the underlying communication mechanisms (e.g., network protocols, deployment topology, etc.)]","In your last ROS-based project, how useful would each of the following 39 guidelines for architecting ROS-based systems have been? [G39 - Group nodes and interfaces into cohesive sets, each of them with its own responsibilities and well-defined dependencies]","From your experience, are there any guidelines in addition to those in the previous question that ROS-based developers should know?",Additional_guidelines_coded,Description of added guidelines,What are the top-3 quality requirements you considered when working on your last ROS-based system?,Quality_attributes_coded,Do you have any final comments or suggestions?,Relevant_suggestions
16/09/2019 11:50:18,7,Between 2 and 5,I develop ROS-based systems for academic purposes,A,Useful,NOT useful,Useful,Absolutely useful,Don't know,Absolutely useful,Absolutely useful,Useful,Useful,Absolutely useful,Absolutely NOT useful,Absolutely useful,Useful,Useful,Don't know,Absolutely useful,Absolutely useful,Useful,Absolutely useful,Useful,Don't know,Useful,Useful,Absolutely NOT useful,Useful,Useful,NOT useful,Useful,NOT useful,Useful,Useful,Absolutely useful,Absolutely useful,Absolutely useful,Absolutely useful,Useful,Don't know,Absolutely useful,Absolutely useful,,,,"compatibility, performance and maintainability","Compatibility,Performance,Maintainability",,
16/09/2019 11:53:13,5,More than 10,I develop ROS-based systems for academic purposes,A,Absolutely useful,Absolutely useful,Don't know,Useful,Absolutely useful,Absolutely useful,Useful,NOT useful,Absolutely useful,Don't know,NOT useful,NOT useful,Absolutely useful,Absolutely useful,Absolutely useful,Useful,Absolutely useful,Useful,Useful,Absolutely NOT useful,NOT useful,Absolutely useful,Useful,Absolutely NOT useful,Useful,Absolutely useful,Absolutely useful,Useful,NOT useful,NOT useful,NOT useful,NOT useful,Absolutely useful,Absolutely useful,Useful,NOT useful,Absolutely useful,Absolutely useful,Useful,"Safe/good defaults, early failure on misconfiguration","G40,G42",Nodes with configuration errors should fail explicitly at launch time,"Reliability, performance, compatibility","Reliability,Compatibility,Performance",,
16/09/2019 11:56:01,1,Between 2 and 5,I develop ROS-based systems as a hobby,H,Useful,Absolutely useful,Useful,Absolutely useful,Absolutely useful,Useful,NOT useful,NOT useful,NOT useful,Absolutely useful,NOT useful,NOT useful,Useful,Useful,Useful,Absolutely useful,Absolutely useful,Useful,Absolutely useful,Absolutely useful,Useful,Useful,Useful,NOT useful,NOT useful,Absolutely useful,Useful,Useful,Absolutely useful,NOT useful,Useful,Absolutely useful,Absolutely useful,Useful,Absolutely useful,Useful,Useful,Useful,Useful,,,,"compatibility, portability, reliability","Raliability,Compatibility,Portability",ROS is an amazing tool for robotics developers. It has reduced the time required for low level work like: setting communication protocls etc.,NA
16/09/2019 11:57:30,2,More than 10,I develop ROS-based systems for a company,C,Absolutely useful,Useful,Useful,Absolutely useful,NOT useful,Absolutely useful,Absolutely useful,NOT useful,NOT useful,NOT useful,Useful,Useful,Absolutely useful,Absolutely useful,Useful,Useful,Useful,Useful,Don't know,Absolutely useful,Useful,Absolutely useful,Useful,Don't know,Absolutely useful,NOT useful,Absolutely useful,Useful,Useful,NOT useful,Don't know,Absolutely useful,Absolutely useful,Useful,NOT useful,Useful,Useful,Useful,Useful,,,,"maintainability, usability, performance","Performance,Usability,Maintainability",,
16/09/2019 12:02:59,10,Between 6 and 10,I develop ROS-based systems for a company,C,Useful,Absolutely useful,NOT useful,Absolutely useful,Useful,Useful,NOT useful,Useful,Useful,NOT useful,Absolutely NOT useful,NOT useful,Don't know,NOT useful,Absolutely NOT useful,Don't know,Absolutely useful,Useful,Useful,Useful,Useful,Useful,Useful,Absolutely useful,Useful,Useful,Useful,Don't know,Absolutely useful,Absolutely useful,Don't know,Useful,Useful,Absolutely useful,Absolutely useful,Useful,Don't know,Useful,Useful,Don't create your own package until you are quite sure you really need it.,G43,Take full advantage of existing packages in the ROS ecosystem and create your own package only when it is strictly needed.,"usability,reliability,documented","Usability,Reliability",I am curious this survey result can be differ from ROS2's,ROS 2
16/09/2019 12:03:59,3,Between 2 and 5,I develop ROS-based systems for academic purposes,A,Useful,NOT useful,NOT useful,Useful,Useful,Absolutely NOT useful,Useful,Useful,Useful,Absolutely useful,Don't know,Don't know,Useful,Useful,Absolutely useful,Absolutely useful,Useful,Absolutely useful,NOT useful,Absolutely NOT useful,NOT useful,NOT useful,NOT useful,NOT useful,Useful,NOT useful,Useful,Useful,Absolutely useful,Absolutely NOT useful,Don't know,Don't know,Useful,Absolutely useful,Absolutely useful,Useful,Don't know,Useful,Useful,Avoid large spikes in processing time of any recieved message,"G6,G12",,"Consistency of Performance(i.e. run speed), performance, reliability","Performance,Reliability","I feel some of these ""guidelines"" are components that the ROS framework should give to the developer of the system. For example:
G7 - Use a dedicated node to store and represent globally-relevant data (e.g., the physical environment where the system operates) and use it as the single source of truth for all the other nodes in the system
Irrespective of the fact that I am not aware that this is considered best practice, I would expect the ROS framework to have a ""GlobalStoreNode"" or something, which allows for an easy way to enforce this guideline. 
Or, a more striking example:
G20 - The spinning rate for nodes should be configurable so that they can operate according to available computational resources
To enable this, make an *automatically* dynamically configurable SpinDuration class, and ensure that any spin function call only accepts those.

Lastly, I feel that the following two Guidelines cannot exist together:
G31 - If a node is stateful and its behavior strongly depends on the time and order of arrival of messages, specify the protocol of the messages expected by the node
G32 - ROS nodes must be stateless and their behaviour should not depend on previous operations or received messages

The fact that these two guidelines were so contradictory made me confused about the goal of this list: I believe the question was ""Which of these guidelines (which are all true and correct) would have been good to know about before you started developing?"", although I now think perhaps it was also a little bit ""Which of these guidelines do you believe are true, correct, and useful for people to know?""",All of this is good for the Discussion part.
16/09/2019 12:08:42,9,More than 10,I develop ROS-based systems for academic purposes,A,Useful,Absolutely useful,Absolutely useful,Useful,NOT useful,Useful,NOT useful,Absolutely NOT useful,Useful,NOT useful,Don't know,NOT useful,Absolutely NOT useful,Absolutely NOT useful,NOT useful,Absolutely useful,Absolutely useful,Absolutely useful,Useful,NOT useful,Useful,Absolutely useful,Useful,NOT useful,Useful,Useful,Useful,Absolutely useful,Useful,Useful,Useful,Useful,Absolutely useful,Absolutely useful,Absolutely useful,Useful,Useful,Absolutely useful,Useful,,,,"robustness, stability, maintainability","Reliability,Maintainability",,
16/09/2019 12:08:48,4,Between 2 and 5,I develop ROS-based systems for academic purposes,A,Absolutely useful,Useful,Useful,NOT useful,Absolutely useful,Useful,Absolutely useful,Useful,Absolutely useful,Absolutely useful,NOT useful,Absolutely useful,Useful,NOT useful,Absolutely useful,Absolutely useful,Absolutely useful,Absolutely useful,Useful,Absolutely useful,Absolutely useful,Absolutely useful,Absolutely useful,NOT useful,NOT useful,Absolutely useful,Absolutely useful,NOT useful,Absolutely useful,Absolutely useful,Absolutely useful,NOT useful,Absolutely useful,Absolutely useful,Absolutely useful,Absolutely useful,NOT useful,Useful,Absolutely useful,,,,"Performance, portability, safety","Performance,Portability,Safety",,
16/09/2019 12:08:51,3.5,Between 2 and 5,I develop ROS-based systems for academic purposes,A,Useful,Absolutely useful,Useful,NOT useful,Absolutely NOT useful,Absolutely useful,Absolutely useful,Absolutely useful,Useful,Don't know,Useful,Don't know,NOT useful,Absolutely useful,Don't know,Useful,Absolutely useful,Absolutely useful,Absolutely useful,Absolutely useful,Absolutely useful,Useful,Absolutely useful,Absolutely useful,Don't know,Useful,Absolutely useful,NOT useful,Don't know,Useful,Absolutely useful,Don't know,Useful,Absolutely useful,Don't know,Useful,Useful,Absolutely NOT useful,Don't know,,,,"Maintainability, useability, compatibly ","Maintainability,Usability,Compatibility",,
16/09/2019 12:13:07,3,Between 6 and 10,I develop ROS-based systems for academic purposes,A,Absolutely NOT useful,Absolutely useful,Absolutely useful,NOT useful,NOT useful,Useful,Useful,Useful,Useful,Absolutely useful,Absolutely NOT useful,Absolutely useful,Absolutely useful,Absolutely useful,NOT useful,Absolutely useful,Absolutely useful,Useful,Absolutely useful,Absolutely useful,Useful,Absolutely useful,Useful,Don't know,NOT useful,NOT useful,Absolutely useful,Useful,Useful,Useful,Useful,NOT useful,Absolutely NOT useful,NOT useful,NOT useful,Absolutely useful,NOT useful,NOT useful,Absolutely NOT useful,,,,"usability, portability, ease of development","Usability,Portability,Maintainability",,
