ID,Source,Default branch,XML launch files,Py launch files,Language,Issues (total),Open issues,Closed issues,PR (total),Open PRs,Closed PRs,Commits,Branches,Releases,Contributors,Description,URL,Categorized by,Batch,Included,Violated criterion,Scope,System type 1,System type 2,System type 3,Capability 1,Capability 2,Capability 3,SA documented,SA documentation,Notes
AutoRally/autorally,github,kinetic-devel,41,0,C++,47,14,33,33,1,32,561,35,11,37,Software for the AutoRally platform,https://github.com/AutoRally/autorally,Ivano,1,YES,,FULL_SYSTEM,Selfdriving_car,,,FULL,,,YES,https://ieeexplore.ieee.org/abstract/document/8616931,
autowarefoundation/autoware,github,master,249,0,C++,983,214,769,1316,45,1271,3499,134,22,100,Open-source software for self-driving vehicles,https://github.com/autowarefoundation/autoware,Ivano,1,YES,,FULL_SYSTEM,Selfdriving_car,,,FULL,,,PARTIALLY,https://gitlab.com/autowarefoundation/autoware.ai/autoware/wikis/Overview,"There is a newer repository for this project (see https://www.autoware.ai/), but all commits, issues, and pull requests are still in the original one. This is why are considering the old repository."
b-it-bots/mas_domestic_robotics,github,kinetic,58,0,Python,80,39,41,110,4,106,1281,10,9,35,Robot-independent ROS packages for domestic applications,https://github.com/b-it-bots/mas_domestic_robotics,Ivano,1,YES,,SUBSYSTEM,GEN,,,Planning,Navigation,Sensing,PARTIALLY,https://github.com/b-it-bots/mas_domestic_robotics,
bluesat/owr_software,github,master,56,0,C++,74,34,40,62,6,56,1382,62,3,50,BLUEsat Off World Robotics Rover Backend,https://github.com/bluesat/owr_software,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,PARTIALLY,https://bluesat.atlassian.net/wiki/spaces/OWRT/pages/1770069/Software+Module+Overview,Space rover
byu-magicc/rosplane,github,RC1.0,3,0,C++,27,7,20,41,2,39,192,10,0,20,"A basic fixed-wing autopilot for ROS - based on the textbook ""Small Unmanned Aircraft: Theory and Practice"" by Randy Beard and Tim McLain",https://github.com/byu-magicc/rosplane,Ivano,1,YES,,SUBSYSTEM,Aerial,,,Control,Navigation,,PARTIALLY,https://github.com/byu-magicc/rosplane https://par.nsf.gov/servlets/purl/10053368,
cra-ros-pkg/robot_localization,github,melodic-devel,20,0,C++,201,26,175,265,1,264,901,13,59,42,"robot_localization is a package of nonlinear state estimation nodes. The package was developed by Charles River Analytics, Inc. Please ask questions on answers.ros.org.",https://github.com/cra-ros-pkg/robot_localization,Grace,1,YES,,SUBSYSTEM,Ground,,,Mapping,Localization,,YES,http://docs.ros.org/melodic/api/robot_localization/html/index.html,
dji-sdk/Onboard-SDK-ROS,github,3.8,1,0,C++,235,92,143,34,14,20,254,10,26,28,Official ROS packages for DJI onboard SDK. ,https://github.com/dji-sdk/Onboard-SDK-ROS,Grace,1,YES,,FULL_SYSTEM,Aerial,,,FULL,,,YES,http://wiki.ros.org/dji_sdk,
duckietown/Software,github,master19,288,0,Python,75,19,56,358,2,356,5945,483,26,161,"This repository contains all the software that runs on the Duckiebot, as well as support files (e.g. maps), plus hardware schematics.",https://github.com/duckietown/Software,Bradley,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,YES,https://docs.duckietown.org/DT18/software_devel/out/autoid_DO_NOT_USE_THIS_VERY_UNSTABLE_LINK_5f3ae1fc_109.html,
dxydas/ros-bioloid,github,master,37,0,C++,2,0,2,1,0,1,117,3,0,3,Code and config files for a customised Bioloid robot based on the ROS platform.,https://github.com/dxydas/ros-bioloid,Bradley,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,YES,https://dxydas.com/category/robotics/bioloid-project/,
edinferno/edinferno,github,dev,5,0,C++,32,17,15,84,0,84,468,17,1,12,Rewrite of Edinferno's codebase using ROS,https://github.com/edinferno/edinferno,Bradley,1,YES,,FULL_SYSTEM,Humanoid ,,,FULL,,,PARTIALLY,https://www.semanticscholar.org/paper/Team-Edinferno-Description-Paper-for-RoboCup-2011-Ramamoorthy-Valtazanos/f4c0e8c33f8934f555972371267d1f8ad9392b16,
elggem/ros_people_model,github,master,3,0,Python,0,0,0,6,0,6,157,2,5,4,ROS package for visual perception of people and associated attributes.,https://github.com/elggem/ros_people_model,Bradley,1,YES,,SUBSYSTEM,GEN,,,Vision,,,YES,https://github.com/elggem/ros_people_model,DNN implementation for emotion recognition for social robots
epfl-lasa/ridgeback_ur5_controller,github,devel,8,0,C++,3,1,2,1,0,1,151,5,0,11,Several controllers to move Ridgeback mobile-robot and UR5 robotic-arm.,https://github.com/epfl-lasa/ridgeback_ur5_controller,Bradley,1,YES,,SUBSYSTEM,GEN,,,Control,,,PARTIALLY,https://github.com/epfl-lasa/ridgeback_ur5_controller,
fkie/iop_core,github,master,1,0,Java,2,1,1,0,0,0,190,5,2,3,The packages required by all other IOP ROS packages,https://github.com/fkie/iop_core,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,PARTIALLY,https://github.com/fkie/iop_core/blob/master/doc/how_it_works.md,
fkie/multimaster_fkie,github,master,19,0,Python,77,3,74,28,0,28,1613,13,62,25,"ROS stack with FKIE packages for multi-robot (discovering, synchronizing and management GUI)",https://github.com/fkie/multimaster_fkie,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,DevSupport,,PARTIALLY,http://wiki.ros.org/multimaster_fkie,
florisvb/multi_tracker,github,master,3,0,Python,4,1,3,2,0,2,384,3,0,12,Multiple object tracking for single camera in ROS.,https://github.com/florisvb/multi_tracker,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,YES,http://florisvb.github.io/multi_tracker/,
frankaemika/franka_ros,github,kinetic-devel,14,0,C++,59,23,36,10,1,9,718,6,11,13,ROS integration for Franka Emika research robots,https://github.com/frankaemika/franka_ros,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,YES,https://frankaemika.github.io/docs/franka_ros.html,
googlecartographer/cartographer_ros,github,master,19,0,C++,689,235,454,621,6,615,551,5,4,36,Provides ROS integration for Cartographer.,https://github.com/googlecartographer/cartographer_ros,Ivano,1,YES,,SUBSYSTEM,Ground,,,Slam,,,YES,https://google-cartographer-ros.readthedocs.io/en/latest/ros_api.html,
grvcTeam/grvc-ual,github,master,6,0,C++,52,9,43,5,0,5,272,21,12,9,An abstraction layer for unmanned aerial vehicles,https://github.com/grvcTeam/grvc-ual,Ivano,1,YES,,SUBSYSTEM,Aerial,,,Navigation,,,YES,https://github.com/grvcTeam/grvc-ual/wiki/UAL-interfaces,
gtagency/buzzmobile,github,master,22,0,Python,139,56,83,74,4,70,854,19,0,18,An autonomous parade float/vehicle,https://github.com/gtagency/buzzmobile,Ivano,1,YES,,FULL_SYSTEM,Selfdriving_car,,,FULL,,,YES,https://github.com/gtagency/buzzmobile,Parade of autonomous cars
Hacks4ROS/h4r_ev3_ctrl,github,develop,7,0,C++,17,11,6,1,0,1,209,4,1,2,ROS Node for managing EV3 with ROS Control,https://github.com/Hacks4ROS/h4r_ev3_ctrl,Ivano,1,YES,,SUBSYSTEM,Ground,,,Control,,,PARTIALLY,http://hacks4ros.github.io/h4r_ev3_ctrl/,Robot: Lego Mindstorms EV3
hans-robot/elfin_robot,github,kinetic-devel,93,0,C++,15,1,14,2,0,2,128,4,0,4,ROS meta-package for Elfin robot,https://github.com/hans-robot/elfin_robot,Ivano,1,YES,,FULL_SYSTEM,Manu,,,FULL,,,PARTIALLY,https://github.com/hans-robot/elfin_robot/blob/kinetic-devel/docs/API_description_english.md,
hasauino/rrt_exploration,github,master,3,0,C++,5,0,5,1,1,0,186,4,0,3,A ROS package that implements a multi-robot RRT-based map exploration algorithm. It also has the image-based frontier detection that uses image processing to extract frontier points.,https://github.com/hasauino/rrt_exploration,Ivano,1,YES,,SUBSYSTEM,Ground,,,Slam,,,YES,https://github.com/hasauino/rrt_exploration,
hrnr/m-explore,github,master,7,0,C++,29,3,26,0,0,0,237,6,5,4,ROS packages for multi robot exploration,https://github.com/hrnr/m-explore,Ivano,1,YES,,SUBSYSTEM,Ground,,,Mapping,Navigation,,YES,http://wiki.ros.org/explore_lite and http://wiki.ros.org/multirobot_map_merge,
hrnr/robo-rescue,github,master,7,0,C++,1,0,1,36,0,36,154,8,0,2,ROS nodes for rescue robots,https://github.com/hrnr/robo-rescue,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,YES,https://github.com/hrnr/robo-rescue,
husky/husky,github,kinetic-devel,24,0,C++,55,13,42,56,1,55,427,15,26,27,Common packages for the Clearpath Husky,https://github.com/husky/husky,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,PARTIALLY,http://wiki.ros.org/Robots/Husky,
IFL-CAMP/iiwa_stack,github,master,33,0,C++,118,29,89,60,0,60,525,9,4,19,ROS integration for the KUKA LBR IIWA R800/R820 (7/14 Kg).,https://github.com/IFL-CAMP/iiwa_stack,Ivano,1,YES,,FULL_SYSTEM,Manu,,,FULL,,,PARTIALLY,https://github.com/IFL-CAMP/iiwa_stack/wiki,
IGVC-IITK/computer_vision,github,devel,10,0,C++,1,1,0,2,0,2,122,5,0,10,ROS nodes for robust lane detection on grass and automatic inverse perspective transformation,https://github.com/IGVC-IITK/computer_vision,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,YES,https://github.com/IGVC-IITK/computer_vision,
iirob/ros_opcua_communication,github,kinetic-devel,2,0,Python,6,1,5,11,3,8,118,4,0,6,,https://github.com/iirob/ros_opcua_communication,Ivano,1,YES,,SUBSYSTEM,GEN,,,Integration,,,PARTIALLY,https://github.com/iirob/ros_opcua_communication/blob/kinetic-devel/ros_opcua_impl_freeopcua/README.md,
inomuh/evapc_ros,github,indigo-devel,28,0,CMake,4,2,2,0,0,0,155,5,5,3,pc libraries of evarobot,https://github.com/inomuh/evapc_ros,Ivano,1,YES,,SUBSYSTEM,Ground,,,Navigation,Slam,DevSupport,YES,http://wiki.ros.org/Robots/evarobot,
inomuh/evapi_ros,github,85rpm,19,0,C++,3,3,0,0,0,0,105,7,58,1,ros libraries for electronic control unit of evarobot,https://github.com/inomuh/evapi_ros,Ivano,1,YES,,SUBSYSTEM,Ground,,,Control,Sensing,,YES,http://wiki.ros.org/Robots/evarobot,
intel/ros2_object_analytics,github,master,0,1,C++,11,3,8,79,0,79,158,3,8,12,,https://github.com/intel/ros2_object_analytics,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,YES,https://github.com/intel/ros2_object_analytics,
introlab/rtabmap_ros,github,master,55,0,C++,301,97,204,14,0,14,1024,9,57,13,RTAB-Map's ROS package.,https://github.com/introlab/rtabmap_ros,Ivano,1,YES,,SUBSYSTEM,Ground,,,Slam,,,YES,http://wiki.ros.org/rtabmap_ros#Nodes,
ipa320/cob_command_tools,github,indigo_dev,6,0,Python,32,8,24,215,2,213,1995,16,26,91,,https://github.com/ipa320/cob_command_tools,Ivano,1,YES,,SUBSYSTEM,Service,,,Integration,DevSupport,,PARTIALLY,https://can-newsletter.org/uploads/media/raw/fa0136c44242f5e4befa4594b97bf8cb.pdf,
ipa320/cob_control,github,kinetic_dev,5,0,C++,51,24,27,157,2,155,1374,7,26,48,The cob_control stack includes packages that are used to do low level control tasks with Care-O-bot hardware over ROS.,https://github.com/ipa320/cob_control,Ivano,1,YES,,SUBSYSTEM,Service,,,Control,,,PARTIALLY,https://can-newsletter.org/uploads/media/raw/fa0136c44242f5e4befa4594b97bf8cb.pdf,
ipa320/cob_environment_perception,github,indigo_dev,58,0,C++,7,3,4,44,1,43,5022,10,3,47,,https://github.com/ipa320/cob_environment_perception,Ivano,1,YES,,SUBSYSTEM,Service,,,Sensing,,,PARTIALLY,https://can-newsletter.org/uploads/media/raw/fa0136c44242f5e4befa4594b97bf8cb.pdf,
ipa320/cob_manipulation,github,kinetic_dev,24,0,C++,20,12,8,117,1,116,1439,16,17,40,,https://github.com/ipa320/cob_manipulation,Ivano,1,YES,,SUBSYSTEM,Service,,,Control,,,PARTIALLY,https://can-newsletter.org/uploads/media/raw/fa0136c44242f5e4befa4594b97bf8cb.pdf,
ipa320/cob_navigation,github,indigo_dev,27,0,C++,11,2,9,94,2,92,1473,14,19,84,Care-O-bot navigation packages,https://github.com/ipa320/cob_navigation,Ivano,1,YES,,SUBSYSTEM,Service,,,Navigation,,,PARTIALLY,https://can-newsletter.org/uploads/media/raw/fa0136c44242f5e4befa4594b97bf8cb.pdf,
ipa320/cob_perception_common,github,indigo_dev,5,0,C++,11,1,10,83,1,82,435,14,21,39,,https://github.com/ipa320/cob_perception_common,Ivano,1,YES,,SUBSYSTEM,Service,,,Sensing,,,PARTIALLY,https://can-newsletter.org/uploads/media/raw/fa0136c44242f5e4befa4594b97bf8cb.pdf,
ipa320/cob_robots,github,indigo_dev,156,0,Python,59,3,56,719,8,711,4056,15,29,121,,https://github.com/ipa320/cob_robots,Ivano,1,YES,,SUBSYSTEM,Service,,,Base,,,PARTIALLY,https://can-newsletter.org/uploads/media/raw/fa0136c44242f5e4befa4594b97bf8cb.pdf,
ipa320/srs_public,github,master,264,0,C++,0,0,0,121,0,121,1709,2,0,40,,https://github.com/ipa320/srs_public,Ivano,1,YES,,FULL_SYSTEM,Service,,,FULL,,,PARTIALLY,http://srs-project.eu/sites/default/files/SRS_247772_D1.3A_SRS%20System%20Specification.pdf,
ipab-slmc/exotica,github,master,38,0,C++,200,49,151,390,1,389,2178,10,5,24,Extensible Optimization Framework,https://github.com/ipab-slmc/exotica,Ivano,1,YES,,SUBSYSTEM,Manu,,,Planning,Control,,PARTIALLY,https://vladimirivan.files.wordpress.com/2018/03/exoticarosbook.pdf https://ipab-slmc.github.io/exotica/overview.html,
irvs/ros_tms,github,develop,183,0,C++,195,2,193,358,0,358,1609,16,6,27,"It is a service robot system with an informationally structured environment referred to the ROS-TMS. This system enables the integration of various data from distributed sensors, as well as storage of these data in an on-line database and the planning of the service motion of a robot using real-time information about the surroundings. If we want use ROS-TMS, please check the releases information. https://github.com/irvs/ros_tms/releases",https://github.com/irvs/ros_tms,Ivano,1,YES,,FULL_SYSTEM,Service,,,FULL,,,PARTIALLY,http://irvs.github.io/ros_tms/,
Jaeyoung-Lim/mavros_controllers,github,master,8,0,C++,25,4,21,64,2,62,217,12,1,7,Aggressive trajectory tracking using mavros for PX4 enabled vehicles,https://github.com/Jaeyoung-Lim/mavros_controllers,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Control,,,YES,https://github.com/Jaeyoung-Lim/mavros_controllers,
jhu-dvrk/dvrk-ros,github,master,14,0,Python,15,3,12,17,0,17,564,8,11,26,daVinci Research Kit ROS stack ,https://github.com/jhu-dvrk/dvrk-ros,Ivano,2,YES,,FULL_SYSTEM,Other,,,FULL,,,PARTIALLY,https://github.com/jhu-dvrk/sawIntuitiveResearchKit/wiki/kazanzides-chen-etal-icra-2014.pdf,
KCL-Planning/ROSPlan,github,master,7,0,C++,97,34,63,99,6,93,876,7,0,27,The ROSPlan framework provides a generic method for task planning in a ROS system.,https://github.com/KCL-Planning/ROSPlan,Ivano,2,YES,,SUBSYSTEM,GEN,,,Planning,,,YES,https://kcl-planning.github.io/ROSPlan/documentation/,
Kivo0/Visual-Servoing-ROS,github,master,11,0,Python,1,0,1,1,0,1,234,3,0,5,this is for visual servoing of a turtlebot combined with navigation management,https://github.com/Kivo0/Visual-Servoing-ROS,Ivano,2,YES,,SUBSYSTEM,Ground,,,Planning,Navigation,Slam,YES,https://github.com/Kivo0/Visual-Servoing-ROS/blob/master/Turtlebot_navigation.pdf,
ku-ya/uav_geometric_controller,github,master,15,0,Python,15,8,7,10,0,10,417,2,4,15,UAV node for ROS,https://github.com/ku-ya/uav_geometric_controller,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Control,,,PARTIALLY,https://github.com/ku-ya/uav_geometric_controller/tree/master/documentation,
lagadic/vision_visp,github,master,16,0,C++,60,21,39,32,0,32,706,22,49,15,ViSP stack for ROS,https://github.com/lagadic/vision_visp,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,PARTIALLY,http://team.inria.fr/lagadic/pdf/2005_ieee_ram_marchand.pdf,
leggedrobotics/darknet_ros,github,master,4,0,C++,134,76,58,29,2,27,249,5,4,15,YOLO ROS: Real-Time Object Detection for ROS,https://github.com/leggedrobotics/darknet_ros,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,YES,https://github.com/leggedrobotics/darknet_ros,
leggedrobotics/free_gait,github,master,3,0,C++,25,11,14,50,3,47,905,14,7,28,An Architecture for the Versatile Control of Legged Robots,https://github.com/leggedrobotics/free_gait,Ivano,2,YES,,SUBSYSTEM,Ground,,,Control,,,PARTIALLY,https://www.researchgate.net/publication/312111333,Legged robots
mcgill-robotics/ros-interop,github,master,4,0,Python,11,4,7,60,0,60,143,4,28,5,📶 AUVSI SUAS interoperability ROS client,https://github.com/mcgill-robotics/ros-interop,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Integration,,,YES,https://github.com/mcgill-robotics/ros-interop,
MichalDobis/osm_planner,github,master,4,0,C++,1,1,0,0,0,0,123,4,0,5,Experimental ROS package for finding path on OpenStreetMap using dijkstra algorithm,https://github.com/MichalDobis/osm_planner,Ivano,2,YES,,SUBSYSTEM,Ground,,,Planning,,,YES,https://github.com/MichalDobis/osm_planner/wiki/2.-ROS-API,
mitchell_scott/sphero_swarm_ros,bitbucket,master,3,0,NA,0,0,0,0,0,0,128,3,,8,,https://bitbucket.org/mitchell_scott/sphero_swarm_ros,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,PARTIALLY,https://bitbucket.org/mitchell_scott/sphero_swarm_ros/src/master/,
NiryoRobotics/niryo_one_ros,github,master,33,0,C++,12,1,11,17,2,15,131,3,4,6,Niryo One ROS stack,https://github.com/NiryoRobotics/niryo_one_ros,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,PARTIALLY,https://niryo.com/docs/niryo-one/developer-tutorials/get-started-with-the-niryo-one-ros-stack/,
Nishida-Lab/motoman_project,github,indigo-devel,157,0,C++,40,12,28,91,1,90,828,4,0,14,Motoman用のリポジトリ,https://github.com/Nishida-Lab/motoman_project,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,PARTIALLY,https://github.com/Nishida-Lab/motoman_project/wiki/%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2%E6%A7%8B%E6%88%90,
occamLab/tango_ros_bridge,github,master,4,0,C++,2,2,0,12,2,10,116,7,0,10,Allows the streaming of sensor data from a Google Tango smartphone to a computer running ROS,https://github.com/occamLab/tango_ros_bridge,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,YES,https://github.com/occamLab/tango_ros_bridge/blob/master/docs/images/tango_ros_bridge_architecture.png,
olin-robotic-sailing/trans-atlantic-sailboat,github,master,5,0,Python,1,1,0,6,1,5,132,11,0,11,The home of Olin's multi-year trans-Atlantic sailboat endeavor. (active),https://github.com/olin-robotic-sailing/trans-atlantic-sailboat,Ivano,2,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,YES,https://github.com/olin-robotic-sailing/trans-atlantic-sailboat,
OSLL/slam-constructor,github,master,6,0,C++,3,3,0,13,0,13,251,17,5,11,SLAM Constructor Framework,https://github.com/OSLL/slam-constructor,Ivano,2,YES,,SUBSYSTEM,GEN,,,Slam,,,YES,https://github.com/OSLL/slam-constructor,
OSLL/tiny-slam-ros-cpp,github,master,1,0,C++,1,1,0,23,0,23,123,6,1,5,TinySLAM implementation for ROS (C++ version),https://github.com/OSLL/tiny-slam-ros-cpp,Ivano,2,YES,,SUBSYSTEM,GEN,,,Slam,,,YES,https://github.com/OSLL/tiny-slam-ros-cpp,
osrf/capabilities,github,master,23,0,Python,37,10,27,51,1,50,277,3,3,9,Implements the concept of capabilities as part of the robots-in-concert system.,https://github.com/osrf/capabilities,Ivano,2,YES,,SUBSYSTEM,GEN,,,Planning,Integration,,PARTIALLY,https://docs.google.com/document/d/18kAOYxSmVE1ZEQ5P1nbrJalR8vSynuqu9QFaFzxxeqY/edit,
osu-uwrt/riptide_software,github,master,49,0,C++,18,0,18,228,1,227,1246,8,0,26,The software packages which power The OSU Underwater Robotics Team's AUV.,https://github.com/osu-uwrt/riptide_software,Ivano,2,YES,,FULL_SYSTEM,Underwater,,,FULL,,,YES,https://github.com/osu-uwrt/riptide_software/blob/master/diagrams/Riptide_Software_Stack_Full.png,
patrickelectric/bluerov_ros_playground,github,master,7,0,Python,34,18,16,3,2,1,183,16,0,2,Scripts to help BlueRov integration with ROS,https://github.com/patrickelectric/bluerov_ros_playground,Ivano,2,YES,,FULL_SYSTEM,Underwater,,,FULL,,,PARTIALLY,https://github.com/patrickelectric/bluerov_ros_playground,
Plymouth-Sailboat/SailBoatROS,github,master,2,0,C++,0,0,0,2,0,2,226,5,5,5,ROS Nodes for Plymouth Sailboat Project,https://github.com/Plymouth-Sailboat/SailBoatROS,Ivano,2,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,YES,https://github.com/Plymouth-Sailboat/SailBoatROS/wiki/Sailrobot-Package,
PX4/avoidance,github,master,16,0,C++,109,13,96,289,7,282,839,54,2,26,PX4 avoidance ROS node for obstacle detection and avoidance.,https://github.com/PX4/avoidance,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Vision,,,PARTIALLY,https://github.com/PX4/avoidance#message-flow,
rapp-project/rapp-platform,github,master,48,0,Python,327,27,300,35,0,35,1518,18,9,17,RAPP Platform is a collection of ROS nodes and back-end processes that aim to deliver ready-to-use generic services to robots,https://github.com/rapp-project/rapp-platform,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,PARTIALLY,https://github.com/rapp-project/rapp-platform/wiki/RAPP-Architecture,Cloud robotics
RoboJackets/igvc-software,github,master,37,0,C++,228,28,200,212,4,208,6686,22,0,95,The code base for our Intelligent Ground Vehicle Competition team.,https://github.com/RoboJackets/igvc-software,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,YES,https://wiki.robojackets.org/images/f/f2/IGVC_Design_report_2019.pdf,
RoboJackets/roboracing-software,github,master,71,0,C++,138,27,111,108,9,99,934,41,0,39,ROS packages for the RoboJackets RoboRacing team.,https://github.com/RoboJackets/roboracing-software,Ivano,2,YES,,SUBSYSTEM,Ground,,,Base,,,YES,https://wiki.robojackets.org/images/f/f2/IGVC_Design_report_2019.pdf,
RoboSherlock/robosherlock,github,master,1,0,C++,13,5,8,158,3,155,540,4,1,18,,https://github.com/RoboSherlock/robosherlock,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,PARTIALLY,https://ieeexplore.ieee.org/abstract/document/8023492,
robotican/lizi,github,master,14,0,C++,3,2,1,0,0,0,102,3,4,3,,https://github.com/robotican/lizi,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,PARTIALLY,https://github.com/robotican/lizi,
robotics-in-concert/rocon_multimaster,github,devel,75,0,Python,271,22,249,82,1,81,1132,12,41,18,Key components for ros multimaster systems,https://github.com/robotics-in-concert/rocon_multimaster,Ivano,2,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,http://wiki.ros.org/rocon/indigo/Guide,
ROBOTIS-GIT/ROBOTIS-OP3,github,master,2,0,C++,41,0,41,30,1,29,274,10,4,15,ROS packages for the ROBOTIS OP3,https://github.com/ROBOTIS-GIT/ROBOTIS-OP3,Ivano,2,YES,,FULL_SYSTEM,Humanoid ,,,FULL,,,YES,http://emanual.robotis.com/docs/en/platform/op3/robotis_ros_packages/#robotis-ros-packages,
ROBOTIS-GIT/ROBOTIS-THORMANG-MPC,github,master,2,0,C++,5,0,5,28,0,28,320,12,5,15,"ROS packages for the motion of THORMANG3, MPC means Motion PC.",https://github.com/ROBOTIS-GIT/ROBOTIS-THORMANG-MPC,Ivano,2,YES,,FULL_SYSTEM,Humanoid ,,,FULL,,,YES,http://emanual.robotis.com/docs/en/platform/thormang3/thormang3_ros_packages/#thormang3-ros-packages,
